timestamp,distance_cm
25.03.07 12.40.01,8.75
25.03.07 12.40.02,9.47
25.03.07 12.40.03,9.28
25.03.07 12.40.04,9.99
25.03.07 12.40.05,9.97
25.03.07 12.40.06,11.61
25.03.07 12.40.07,10.45
25.03.07 12.40.08,11.41
25.03.07 12.40.09,9.98
25.03.07 12.40.10,10.46
25.03.07 12.40.11,9.52
25.03.07 12.40.12,12.01
25.03.07 12.40.13,10.65
25.03.07 12.40.14,9.68
25.03.07 12.40.15,9.62
25.03.07 12.40.16,9.78
25.03.07 12.40.17,10.06
25.03.07 12.40.18,9.89
25.03.07 12.40.19,8.88
25.03.07 12.40.20,11.53
25.03.07 12.40.21,11.66
25.03.07 12.40.22,13.57
25.03.07 12.40.23,8.79
25.03.07 12.40.24,11.33
25.03.07 12.40.25,6.18
25.03.07 12.40.26,11.66
25.03.07 12.40.27,7.09
25.03.07 12.40.28,8.03
25.03.07 12.40.29,10.66
25.03.07 12.40.30,8.76
25.03.07 12.40.31,8.48
25.03.07 12.40.32,9.03
25.03.07 12.40.33,11.46
25.03.07 12.40.34,8.13
25.03.07 12.40.35,9.89
25.03.07 12.40.36,9.24
25.03.07 12.40.37,11.64
25.03.07 12.40.38,11.70
25.03.07 12.40.39,6.33
25.03.07 12.40.40,12.09
25.03.07 12.40.41,8.78
25.03.07 12.40.42,10.47
25.03.07 12.40.43,8.12
25.03.07 12.40.44,10.74
25.03.07 12.40.45,15.10
25.03.07 12.40.46,10.25
25.03.07 12.40.47,"9,08"
25.03.07 12.40.48,9.54
25.03.07 12.40.49,7.06
25.03.07 12.40.50,12.90
25.03.07 12.40.51,10.63
25.03.07 12.40.52,7.90
25.03.07 12.40.53,7.97
25.03.07 12.40.54,10.03
25.03.07 12.40.55,11.86
25.03.07 12.40.56,7.70
25.03.07 12.40.57,12.23
25.03.07 12.40.58,9.82
25.03.07 12.40.59,8.14
25.03.07 12.41.00,9.06
25.03.07 12.41.01,13.50
25.03.07 12.41.02,7.22
25.03.07 12.41.03,8.54
25.03.07 12.41.04,11.91
25.03.07 12.41.05,10.43
25.03.07 12.41.06,8.42
25.03.07 12.41.07,11.93
25.03.07 12.41.08,12.02
25.03.07 12.41.09,10.66
25.03.07 12.41.10,8.78
25.03.07 12.41.11,9.08
25.03.07 12.41.12,10.57
25.03.07 12.41.13,7.38
25.03.07 12.41.14,12.66
25.03.07 12.41.15,13.40
25.03.07 12.41.16,9.53
25.03.07 12.41.17,10.71
25.03.07 12.41.18,12.37
25.03.07 12.41.19,13.91
25.03.07 12.41.20,13.11
25.03.07 12.41.21,6.53
25.03.07 12.41.22,9.37
25.03.07 12.41.23,11.00
25.03.07 12.41.24,9.01
25.03.07 12.41.25,13.57
25.03.07 12.41.26,13.26
25.03.07 12.41.27,8.37
25.03.07 12.41.28,9.68
25.03.07 12.41.29,8.50
25.03.07 12.41.30,9.61
25.03.07 12.41.31,9.55
25.03.07 12.41.32,11.91
25.03.07 12.41.33,8.22
25.03.07 12.41.34,4.77
25.03.07 12.41.35,6.79
25.03.07 12.41.36,7.94
25.03.07 12.41.37,8.69
25.03.07 12.41.38,10.37
25.03.07 12.41.39,7.84
25.03.07 12.41.40,7.58
25.03.07 12.41.41,8.14
07/03/25 12:41:42,7.77
25.03.07 12.41.43,8.89
25.03.07 12.41.44,8.81
25.03.07 12.41.45,11.38
25.03.07 12.41.46,8.02
25.03.07 12.41.47,9.28
25.03.07 12.41.48,8.91
25.03.07 12.41.49,11.62
25.03.07 12.41.50,9.69
25.03.07 12.41.51,12.10
25.03.07 12.41.52,7.70
25.03.07 12.41.53,9.90
25.03.07 12.41.54,8.85
25.03.07 12.41.55,7.55
25.03.07 12.41.56,9.86
25.03.07 12.41.57,13.47
25.03.07 12.41.58,8.29
25.03.07 12.41.59,9.75
25.03.07 12.42.00,7.38
25.03.07 12.42.01,7.08
25.03.07 12.42.02,8.43
25.03.07 12.42.03,9.10
25.03.07 12.42.04,9.19
25.03.07 12.42.05,9.55
25.03.07 12.42.06,6.70
25.03.07 12.42.07,8.75
25.03.07 12.42.08,11.00
25.03.07 12.42.09,7.28
25.03.07 12.42.10,9.29
25.03.07 12.42.11,10.59
25.03.07 12.42.12,8.44
25.03.07 12.42.13,10.68
25.03.07 12.42.14,6.96
25.03.07 12.42.15,11.78
25.03.07 12.42.16,10.73
25.03.07 12.42.17,10.11
25.03.07 12.42.18,12.25
25.03.07 12.42.19,9.34
25.03.07 12.42.20,8.76
25.03.07 12.42.21,12.75
25.03.07 12.42.22,13.68
25.03.07 12.42.23,8.61
2025-03-07 12:42:24,9.77
25.03.07 12.42.25,12.09
25.03.07 12.42.26,9.84
25.03.07 12.42.27,11.19
25.03.07 12.42.28,11.56
25.03.07 12.42.29,8.88
25.03.07 12.42.30,-10.84
25.03.07 12.42.31,9.99
25.03.07 12.42.32,7.57
25.03.07 12.42.33,8.02
25.03.07 12.42.34,8.70
25.03.07 12.42.35,11.86
25.03.07 12.42.36,11.92
25.03.07 12.42.37,11.50
25.03.07 12.42.38,10.88
25.03.07 12.42.39,10.83
25.03.07 12.42.40,10.56
25.03.07 12.42.41,10.82
25.03.07 12.42.42,10.95
25.03.07 12.42.43,7.19
25.03.07 12.42.44,8.42
25.03.07 12.42.45,7.94
25.03.07 12.42.46,12.21
25.03.07 12.42.47,13.31
25.03.07 12.42.48,5.66
25.03.07 12.42.49,13.13
25.03.07 12.42.50,10.17
25.03.07 12.42.51,12.03
25.03.07 12.42.52,11.01
25.03.07 12.42.53,12.88
25.03.07 12.42.54,10.42
25.03.07 12.42.55,7.27
25.03.07 12.42.56,9.79
25.03.07 12.42.57,11.03
25.03.07 12.42.58,9.57
25.03.07 12.42.59,11.32
25.03.07 12.43.00,9.87
25.03.07 12.43.01,8.81
25.03.07 12.43.02,7.83
25.03.07 12.43.03,9.22
25.03.07 12.43.04,10.41
25.03.07 12.43.05,6.08
25.03.07 12.43.06,8.44
25.03.07 12.43.07,6.01
25.03.07 12.43.08,8.77
25.03.07 12.43.09,12.39
25.03.07 12.43.10,7.63
25.03.07 12.43.11,11.41
25.03.07 12.43.12,15.70
25.03.07 12.43.13,12.91
25.03.07 12.43.14,10.27
25.03.07 12.43.15,11.72
25.03.07 12.43.16,7.26
25.03.07 12.43.17,6.85
25.03.07 12.43.18,10.06
25.03.07 12.43.19,10.80
25.03.07 12.43.20,12.19
25.03.07 12.43.21,8.86
25.03.07 12.43.22,10.39
25.03.07 12.43.23,10.32
25.03.07 12.43.24,9.74
25.03.07 12.43.25,9.86
25.03.07 12.43.26,8.29
25.03.07 12.43.27,10.56
25.03.07 12.43.28,10.39
25.03.07 12.43.29,9.12
25.03.07 12.43.30,11.33
25.03.07 12.43.31,12.06
25.03.07 12.43.32,11.35
25.03.07 12.43.33,7.92
25.03.07 12.43.34,10.20
25.03.07 12.43.35,8.18
25.03.07 12.43.36,10.19
25.03.07 12.43.37,8.18
25.03.07 12.43.38,12.55
25.03.07 12.43.39,11.57
25.03.07 12.43.40,12.31
25.03.07 12.43.41,12.10
25.03.07 12.43.42,9.46
25.03.07 12.43.43,9.15
25.03.07 12.43.44,13.48
25.03.07 12.43.45,9.67
25.03.07 12.43.46,7.29
25.03.07 12.43.47,12.01
25.03.07 12.43.48,10.29
25.03.07 12.43.49,13.01
25.03.07 12.43.50,10.49
25.03.07 12.43.51,9.96
25.03.07 12.43.52,13.05
25.03.07 12.43.53,6.92
25.03.07 12.43.54,8.83
25.03.07 12.43.55,8.23
07/03/25 12:43:56,5.61
25.03.07 12.43.57,11.75
25.03.07 12.43.58,8.89
25.03.07 12.43.59,11.81
25.03.07 12.44.00,10.78
25.03.07 12.44.01,11.21
25.03.07 12.44.02,9.09
25.03.07 12.44.03,8.47
25.03.07 12.44.04,10.18
25.03.07 12.44.05,11.84
25.03.07 12.44.06,9.90
25.03.07 12.44.07,8.60
25.03.07 12.44.08,7.60
25.03.07 12.44.09,10.41
25.03.07 12.44.10,8.89
25.03.07 12.44.11,9.86
25.03.07 12.44.12,9.52
25.03.07 12.44.13,9.11
25.03.07 12.44.14,10.59
25.03.07 12.44.15,11.11
25.03.07 12.44.16,13.93
25.03.07 12.44.17,11.52
25.03.07 12.44.18,13.19
25.03.07 12.44.19,8.36
25.03.07 12.44.20,6.80
25.03.07 12.44.21,9.97
25.03.07 12.44.22,11.72
25.03.07 12.44.23,11.40
25.03.07 12.44.24,12.42
25.03.07 12.44.25,4.93
25.03.07 12.44.26,12.51
25.03.07 12.44.27,10.67
25.03.07 12.44.28,6.91
25.03.07 12.44.29,11.45
25.03.07 12.44.30,10.34
25.03.07 12.44.31,10.76
25.03.07 12.44.32,12.00
25.03.07 12.44.33,10.86
25.03.07 12.44.34,7.05
25.03.07 12.44.35,9.71
25.03.07 12.44.36,6.76
25.03.07 12.44.37,11.30
25.03.07 12.44.38,12.80
25.03.07 12.44.39,7.52
25.03.07 12.44.40,8.66
25.03.07 12.44.41,8.24
25.03.07 12.44.42,9.09
25.03.07 12.44.43,10.82
25.03.07 12.44.44,9.11
25.03.07 12.44.45,11.31
25.03.07 12.44.46,12.13
25.03.07 12.44.47,12.20
25.03.07 12.44.48,7.76
25.03.07 12.44.49,12.77
25.03.07 12.44.50,12.93
25.03.07 12.44.51,13.11
25.03.07 12.44.52,9.68
25.03.07 12.44.53,8.50
25.03.07 12.44.54,8.03
25.03.07 12.44.55,7.80
25.03.07 12.44.56,10.02
25.03.07 12.44.57,11.70
25.03.07 12.44.58,12.61
25.03.07 12.44.59,9.03
25.03.07 12.45.00,9.92
25.03.07 12.45.01,9.79
25.03.07 12.45.02,8.73
25.03.07 12.45.03,11.47
25.03.07 12.45.04,10.73
25.03.07 12.45.05,10.28
25.03.07 12.45.06,10.72
25.03.07 12.45.07,11.23
25.03.07 12.45.08,11.21
25.03.07 12.45.09,8.32
25.03.07 12.45.10,11.79
25.03.07 12.45.11,10.51
25.03.07 12.45.12,9.13
25.03.07 12.45.13,10.47
25.03.07 12.45.14,10.69
25.03.07 12.45.15,12.16
25.03.07 12.45.16,7.91
25.03.07 12.45.17,12.65
25.03.07 12.45.19,8.99
25.03.07 12.45.20,8.93
25.03.07 12.45.21,8.00
25.03.07 12.45.22,6.52
25.03.07 12.45.23,11.35
25.03.07 12.45.24,13.96
25.03.07 12.45.25,6.76
25.03.07 12.45.26,8.10
25.03.07 12.45.27,11.50
25.03.07 12.45.28,9.91
25.03.07 12.45.29,11.67
25.03.07 12.45.30,9.80
25.03.07 12.45.31,8.84
25.03.07 12.45.32,9.55
25.03.07 12.45.33,5.24
25.03.07 12.45.34,7.71
25.03.07 12.45.35,11.90
25.03.07 12.45.36,12.38
25.03.07 12.45.37,12.81
25.03.07 12.45.38,10.88
25.03.07 12.45.39,5.49
25.03.07 12.45.40,8.73
25.03.07 12.45.41,12.65
25.03.07 12.45.42,13.25
25.03.07 12.45.43,12.73
25.03.07 12.45.44,9.53
25.03.07 12.45.45,7.39
25.03.07 12.45.46,9.92
25.03.07 12.45.47,10.03
25.03.07 12.45.48,13.13
25.03.07 12.45.49,10.46
25.03.07 12.45.50,10.03
25.03.07 12.45.51,10.15
25.03.07 12.45.52,10.80
25.03.07 12.45.53,11.25
25.03.07 12.45.54,8.55
25.03.07 12.45.55,7.88
25.03.07 12.45.56,12.74
25.03.07 12.45.57,6.72
25.03.07 12.45.58,13.28
25.03.07 12.45.59,6.18
25.03.07 12.46.00,8.83
25.03.07 12.46.01,11.94
25.03.07 12.46.02,10.00
25.03.07 12.46.03,7.37
25.03.07 12.46.04,10.85
25.03.07 12.46.05,10.13
25.03.07 12.46.06,9.57
25.03.07 12.46.07,8.75
25.03.07 12.46.08,9.93
25.03.07 12.46.09,8.84
25.03.07 12.46.10,14.87
25.03.07 12.46.11,9.52
25.03.07 12.46.12,9.25
25.03.07 12.46.13,8.92
25.03.07 12.46.14,13.55
25.03.07 12.46.15,6.72
25.03.07 12.46.16,10.72
25.03.07 12.46.17,9.52
25.03.07 12.46.18,7.15
25.03.07 12.46.20,10.63
25.03.07 12.46.21,8.27
25.03.07 12.46.22,10.52
25.03.07 12.46.23,13.46
25.03.07 12.46.24,10.34
25.03.07 12.46.25,7.09
25.03.07 12.46.26,8.31
25.03.07 12.46.28,9.30
25.03.07 12.46.29,10.30
25.03.07 12.46.30,10.62
25.03.07 12.46.31,13.46
25.03.07 12.46.32,9.99
25.03.07 12.46.33,7.70
25.03.07 12.46.34,12.31
25.03.07 12.46.35,12.53
25.03.07 12.46.36,10.46
25.03.07 12.46.37,9.51
2025-03-07 12:46:38,11.25
25.03.07 12.46.39,9.58
25.03.07 12.46.40,5.89
25.03.07 12.46.41,11.13
25.03.07 12.46.42,11.78
25.03.07 12.46.43,12.88
25.03.07 12.46.44,8.54
25.03.07 12.46.45,10.45
25.03.07 12.46.46,10.50
25.03.07 12.46.47,10.17
25.03.07 12.46.48,10.23
25.03.07 12.46.49,10.07
25.03.07 12.46.50,10.42
25.03.07 12.46.51,11.48
25.03.07 12.46.52,12.44
25.03.07 12.46.53,8.49
25.03.07 12.46.54,9.66
25.03.07 12.46.55,9.15
25.03.07 12.46.56,8.87
25.03.07 12.46.57,6.77
25.03.07 12.46.58,10.05
25.03.07 12.46.59,10.96
25.03.07 12.47.00,9.69
25.03.07 12.47.01,9.98
25.03.07 12.47.02,10.84
25.03.07 12.47.03,12.82
25.03.07 12.47.04,9.16
25.03.07 12.47.05,7.66
25.03.07 12.47.06,9.82
25.03.07 12.47.07,13.77
25.03.07 12.47.08,7.68
25.03.07 12.47.09,11.30
25.03.07 12.47.10,12.32
25.03.07 12.47.11,5.27
25.03.07 12.47.12,10.82
25.03.07 12.47.13,11.21
25.03.07 12.47.14,9.47
25.03.07 12.47.15,8.71
25.03.07 12.47.16,-8.82
25.03.07 12.47.17,9.34
25.03.07 12.47.18,9.40
25.03.07 12.47.19,9.02
25.03.07 12.47.20,9.31
25.03.07 12.47.21,12.38
25.03.07 12.47.22,7.57
25.03.07 12.47.23,6.50
25.03.07 12.47.24,12.41
25.03.07 12.47.25,"9,62"
25.03.07 12.47.26,9.22
25.03.07 12.47.27,9.78
25.03.07 12.47.28,10.42
25.03.07 12.47.29,8.95
25.03.07 12.47.30,11.01
25.03.07 12.47.31,8.08
25.03.07 12.47.32,9.40
25.03.07 12.47.33,5.57
25.03.07 12.47.34,12.34
25.03.07 12.47.35,9.65
25.03.07 12.47.36,11.34
25.03.07 12.47.37,10.95
25.03.07 12.47.38,11.10
25.03.07 12.47.39,9.98
25.03.07 12.47.40,"10,78"
25.03.07 12.47.41,8.08
25.03.07 12.47.42,7.66
25.03.07 12.47.43,9.80
25.03.07 12.47.44,8.64
25.03.07 12.47.45,12.85
25.03.07 12.47.46,10.75
25.03.07 12.47.47,8.57
25.03.07 12.47.48,9.46
25.03.07 12.47.49,10.27
25.03.07 12.47.50,9.86
25.03.07 12.47.51,10.54
25.03.07 12.47.52,10.14
25.03.07 12.47.53,7.22
25.03.07 12.47.54,5.70
25.03.07 12.47.55,9.25
25.03.07 12.47.56,11.12
25.03.07 12.47.57,9.28
25.03.07 12.47.58,12.47
25.03.07 12.47.59,9.91
25.03.07 12.48.00,12.71
25.03.07 12.48.01,12.30
25.03.07 12.48.02,12.10
25.03.07 12.48.03,7.59
25.03.07 12.48.04,10.03
25.03.07 12.48.05,12.45
25.03.07 12.48.06,10.54
25.03.07 12.48.07,11.11
25.03.07 12.48.08,7.22
25.03.07 12.48.09,13.84
25.03.07 12.48.10,8.42
25.03.07 12.48.11,6.01
25.03.07 12.48.12,9.30
25.03.07 12.48.13,5.11
25.03.07 12.48.14,7.83
25.03.07 12.48.15,15.12
25.03.07 12.48.16,9.24
25.03.07 12.48.17,7.14
25.03.07 12.48.18,10.05
25.03.07 12.48.19,8.20
25.03.07 12.48.20,11.73
25.03.07 12.48.21,8.22
25.03.07 12.48.22,10.54
25.03.07 12.48.23,7.71
25.03.07 12.48.24,15.20
25.03.07 12.48.25,11.01
2025-03-07 12:48:26,-9.71
25.03.07 12.48.27,9.41
25.03.07 12.48.28,8.89
25.03.07 12.48.29,8.48
25.03.07 12.48.30,8.42
25.03.07 12.48.31,13.36
25.03.07 12.48.32,8.89
25.03.07 12.48.33,5.74
25.03.07 12.48.34,7.67
25.03.07 12.48.35,11.86
25.03.07 12.48.36,9.50
25.03.07 12.48.37,9.73
25.03.07 12.48.38,12.34
25.03.07 12.48.39,8.45
25.03.07 12.48.40,11.26
25.03.07 12.48.41,8.66
25.03.07 12.48.42,11.15
25.03.07 12.48.43,9.22
25.03.07 12.48.44,9.52
25.03.07 12.48.45,11.64
25.03.07 12.48.46,11.50
25.03.07 12.48.47,9.67
25.03.07 12.48.48,9.06
25.03.07 12.48.49,13.20
25.03.07 12.48.50,11.18
25.03.07 12.48.51,9.22
25.03.07 12.48.52,8.69
25.03.07 12.48.53,12.05
25.03.07 12.48.54,10.23
25.03.07 12.48.55,9.67
25.03.07 12.48.56,10.23
25.03.07 12.48.57,10.68
25.03.07 12.48.58,9.89
25.03.07 12.48.59,12.41
25.03.07 12.49.00,12.52
25.03.07 12.49.01,11.06
25.03.07 12.49.02,12.75
25.03.07 12.49.03,10.02
25.03.07 12.49.04,11.38
25.03.07 12.49.05,12.01
25.03.07 12.49.06,12.04
25.03.07 12.49.07,11.83
25.03.07 12.49.08,11.26
25.03.07 12.49.09,13.91
25.03.07 12.49.10,8.92
25.03.07 12.49.11,9.69
25.03.07 12.49.12,9.57
25.03.07 12.49.13,9.26
25.03.07 12.49.14,6.02
25.03.07 12.49.15,12.75
25.03.07 12.49.16,7.95
25.03.07 12.49.17,10.34
25.03.07 12.49.18,7.16
25.03.07 12.49.19,11.24
25.03.07 12.49.20,8.43
25.03.07 12.49.21,7.73
25.03.07 12.49.22,10.39
25.03.07 12.49.23,8.60
25.03.07 12.49.24,8.85
25.03.07 12.49.25,10.34
25.03.07 12.49.26,11.60
25.03.07 12.49.27,8.36
25.03.07 12.49.28,8.02
25.03.07 12.49.29,10.05
25.03.07 12.49.30,11.08
25.03.07 12.49.31,12.93
25.03.07 12.49.32,7.86
25.03.07 12.49.33,9.36
25.03.07 12.49.34,12.35
25.03.07 12.49.35,13.95
25.03.07 12.49.36,8.01
25.03.07 12.49.37,8.52
25.03.07 12.49.38,10.76
2025-03-07 12:49:39,8.84
25.03.07 12.49.40,8.48
25.03.07 12.49.41,10.49
25.03.07 12.49.42,13.10
25.03.07 12.49.43,7.38
25.03.07 12.49.44,13.00
25.03.07 12.49.45,8.85
25.03.07 12.49.46,10.69
25.03.07 12.49.47,13.18
25.03.07 12.49.48,10.65
25.03.07 12.49.49,9.41
25.03.07 12.49.50,11.44
25.03.07 12.49.51,9.65
25.03.07 12.49.52,11.04
25.03.07 12.49.53,9.59
25.03.07 12.49.54,11.72
25.03.07 12.49.55,7.21
25.03.07 12.49.56,7.97
25.03.07 12.49.57,7.18
25.03.07 12.49.58,9.89
25.03.07 12.49.59,6.94
25.03.07 12.50.00,8.62
25.03.07 12.50.01,7.78
25.03.07 12.50.02,12.96
25.03.07 12.50.03,8.02
25.03.07 12.50.04,7.43
25.03.07 12.50.06,13.37
25.03.07 12.50.07,9.77
25.03.07 12.50.09,12.58
25.03.07 12.50.10,11.76
25.03.07 12.50.11,10.85
25.03.07 12.50.12,8.84
25.03.07 12.50.13,10.91
25.03.07 12.50.14,7.28
25.03.07 12.50.15,8.75
25.03.07 19.46.22,12.60
25.03.07 19.46.23,10.87
25.03.07 19.46.24,6.14
25.03.07 19.46.25,7.58
25.03.07 19.46.26,8.64
25.03.07 19.46.27,9.66
25.03.07 19.46.28,7.50
25.03.07 19.46.29,9.51
25.03.07 19.46.30,13.53
25.03.07 19.46.31,10.80
25.03.07 19.46.32,10.44
25.03.07 19.46.33,7.96
25.03.07 19.46.34,6.72
25.03.07 19.46.35,7.54
25.03.07 19.46.36,6.64
25.03.07 19.46.37,10.15
25.03.07 19.46.38,10.77
25.03.07 19.46.39,8.07
25.03.07 19.46.40,10.30
25.03.07 19.46.41,12.94
25.03.07 19.46.42,13.92
25.03.07 19.46.43,11.54
25.03.07 19.46.44,9.65
25.03.07 19.46.45,11.48
25.03.07 19.46.46,12.70
25.03.07 19.46.47,5.99
25.03.07 19.46.48,12.96
25.03.07 19.46.49,8.91
25.03.07 19.46.50,8.93
25.03.07 19.46.51,9.29
25.03.07 19.46.52,10.64
25.03.07 19.46.53,7.78
25.03.07 19.46.54,9.43
25.03.07 19.46.55,11.05
25.03.07 19.46.56,10.44
25.03.07 19.46.57,10.76
25.03.07 19.46.58,9.35
25.03.07 19.46.59,11.39
25.03.07 19.47.00,12.11
25.03.07 19.47.01,11.99
25.03.07 19.47.02,10.86
25.03.07 19.47.03,11.88
25.03.07 19.47.04,11.74
25.03.07 19.47.05,15.35
25.03.07 19.47.06,12.44
25.03.07 19.47.07,9.82
25.03.07 19.47.08,8.18
25.03.07 19.47.09,9.48
25.03.07 19.47.10,9.34
25.03.07 19.47.11,11.02
25.03.07 19.47.12,8.60
25.03.07 19.47.13,12.38
25.03.07 19.47.14,7.22
25.03.07 19.47.15,6.73
25.03.07 19.47.16,9.73
25.03.07 19.47.17,8.31
25.03.07 19.47.18,7.48
25.03.07 19.47.19,8.73
25.03.07 19.47.20,8.48
25.03.07 19.47.21,10.02
25.03.07 19.47.22,8.76
25.03.07 19.47.23,8.92
25.03.07 19.47.24,9.99
25.03.07 19.47.25,12.03
25.03.07 19.47.26,12.94
25.03.07 19.47.27,10.30
25.03.07 19.47.28,10.45
25.03.07 19.47.29,9.63
25.03.07 19.47.30,10.96
25.03.07 19.47.31,10.78
25.03.07 19.47.32,12.65
25.03.07 19.47.33,6.22
25.03.07 19.47.34,9.53
25.03.07 19.47.35,10.68
25.03.07 19.47.36,9.95
25.03.07 19.47.37,8.12
25.03.07 19.47.38,7.40
25.03.07 19.47.39,11.61
25.03.07 19.47.40,8.49
25.03.07 19.47.41,6.49
25.03.07 19.47.42,11.71
25.03.07 19.47.43,10.92
25.03.07 19.47.44,9.77
25.03.07 19.47.45,8.17
25.03.07 19.47.46,9.77
25.03.07 19.47.47,12.43
07/03/25 19:47:48,6.77
25.03.07 19.47.49,6.87
25.03.07 19.47.50,"8,74"
25.03.07 19.47.51,9.95
25.03.07 19.47.52,9.01
25.03.07 19.47.53,11.29
25.03.07 19.47.54,12.18
25.03.07 19.47.55,10.56
25.03.07 19.47.56,11.12
25.03.07 19.47.57,10.54
25.03.07 19.47.58,10.02
25.03.07 19.47.59,7.41
25.03.07 19.48.00,7.94
25.03.07 19.48.01,7.30
25.03.07 19.48.02,9.70
25.03.07 19.48.03,10.46
25.03.07 19.48.04,7.10
25.03.07 19.48.05,10.15
25.03.07 19.48.06,8.25
25.03.07 19.48.07,7.86
25.03.07 19.48.08,8.75
25.03.07 19.48.09,7.76
25.03.07 19.48.10,11.21
25.03.07 19.48.11,
25.03.07 19.48.12,11.63
25.03.07 19.48.13,9.11
25.03.07 19.48.14,9.19
25.03.07 19.48.15,13.75
25.03.07 19.48.16,6.75
25.03.07 19.48.17,
25.03.07 19.48.18,13.31
25.03.07 19.48.19,11.53
25.03.07 19.48.20,9.34
25.03.07 19.48.21,12.85
25.03.07 19.48.22,9.36
25.03.07 19.48.23,8.59
25.03.07 19.48.24,9.22
25.03.07 19.48.25,8.86
25.03.07 19.48.26,8.11
25.03.07 19.48.27,12.22
25.03.07 19.48.28,8.45
25.03.07 19.48.29,9.94
25.03.07 19.48.30,7.11
25.03.07 19.48.31,10.06
25.03.07 19.48.32,7.69
25.03.07 19.48.33,7.64
25.03.07 19.48.34,9.78
25.03.07 19.48.35,12.11
25.03.07 19.48.36,10.88
25.03.07 19.48.37,11.02
25.03.07 19.48.39,9.33
25.03.07 19.48.40,11.58
25.03.07 19.48.41,8.87
25.03.07 19.48.42,11.67
25.03.07 19.48.43,12.47
25.03.07 19.48.44,8.32
25.03.07 19.48.45,8.61
25.03.07 19.48.46,8.91
25.03.07 19.48.47,7.07
07/03/25 19:48:48,9.06
25.03.07 19.48.49,12.60
25.03.07 19.48.50,7.91
25.03.07 19.48.51,12.65
25.03.07 19.48.52,9.13
25.03.07 19.48.53,14.23
25.03.07 19.48.54,8.64
25.03.07 19.48.55,9.71
25.03.07 19.48.56,"8,18"
25.03.07 19.48.57,8.62
25.03.07 19.48.58,12.68
25.03.07 19.48.59,10.95
25.03.07 19.49.00,12.06
25.03.07 19.49.01,7.37
25.03.07 19.49.02,11.31
25.03.07 19.49.03,8.06
25.03.07 19.49.04,7.33
25.03.07 19.49.05,10.48
25.03.07 19.49.06,10.46
25.03.07 19.49.07,10.11
25.03.07 19.49.08,11.44
25.03.07 19.49.09,11.75
25.03.07 19.49.10,12.94
25.03.07 19.49.11,7.62
25.03.07 19.49.12,13.00
25.03.07 19.49.13,13.76
25.03.07 19.49.14,9.27
25.03.07 19.49.15,6.66
25.03.07 19.49.16,7.23
25.03.07 19.49.17,9.08
25.03.07 19.49.18,14.03
25.03.07 19.49.19,10.03
25.03.07 19.49.20,8.77
25.03.07 19.49.21,8.63
25.03.07 19.49.22,7.35
25.03.07 19.49.23,11.75
25.03.07 19.49.24,9.82
25.03.07 19.49.25,14.20
25.03.07 19.49.26,11.26
25.03.07 19.49.27,11.66
25.03.07 19.49.28,9.52
25.03.07 19.49.29,7.82
25.03.07 19.49.30,8.25
25.03.07 19.49.31,7.26
25.03.07 19.49.32,11.82
25.03.07 19.49.33,9.23
25.03.07 19.49.34,11.91
25.03.07 19.49.35,10.27
25.03.07 19.49.36,9.41
25.03.07 19.49.37,7.66
25.03.07 19.49.38,10.60
25.03.07 19.49.39,9.56
25.03.07 19.49.40,11.80
25.03.07 19.49.41,8.57
25.03.07 19.49.42,11.23
25.03.07 19.49.43,13.28
25.03.07 19.49.44,10.55
25.03.07 19.49.45,11.57
25.03.07 19.49.46,11.14
25.03.07 19.49.47,13.80
25.03.07 19.49.48,10.74
25.03.07 19.49.49,11.40
25.03.07 19.49.50,9.93
25.03.07 19.49.51,8.45
25.03.07 19.49.52,7.58
25.03.07 19.49.53,12.53
25.03.07 19.49.54,7.98
25.03.07 19.49.55,11.49
25.03.07 19.49.56,10.83
25.03.07 19.49.57,11.84
25.03.07 19.49.58,8.97
25.03.07 19.49.59,8.42
25.03.07 19.50.00,10.76
25.03.07 19.50.01,9.42
25.03.07 19.50.02,7.54
25.03.07 19.50.03,13.88
25.03.07 19.50.04,8.42
25.03.07 19.50.05,8.01
25.03.07 19.50.06,9.52
25.03.07 19.50.07,12.51
25.03.07 19.50.08,5.67
25.03.07 19.50.09,12.34
25.03.07 19.50.10,8.18
25.03.07 19.50.11,10.53
25.03.07 19.50.12,8.65
25.03.07 19.50.13,13.98
25.03.07 19.50.14,10.25
25.03.07 19.50.15,8.58
25.03.07 19.50.16,9.40
25.03.07 19.50.17,10.18
25.03.07 19.50.18,10.36
25.03.07 19.50.19,10.88
25.03.07 19.50.20,10.00
25.03.07 19.50.21,7.25
25.03.07 19.50.22,9.32
25.03.07 19.50.23,11.21
25.03.07 19.50.24,8.66
25.03.07 19.50.25,11.35
25.03.07 19.50.26,10.06
25.03.07 19.50.27,9.56
25.03.07 19.50.28,12.39
25.03.07 19.50.29,6.52
25.03.07 19.50.30,8.65
25.03.07 19.50.31,12.46
25.03.07 19.50.32,13.66
25.03.07 19.50.33,14.57
25.03.07 19.50.34,10.10
25.03.07 19.50.35,10.92
25.03.07 19.50.36,11.63
25.03.07 19.50.37,12.55
25.03.07 19.50.38,10.63
25.03.07 19.50.39,11.85
25.03.07 19.50.40,10.92
25.03.07 19.50.41,11.04
25.03.07 19.50.42,8.16
25.03.07 19.50.43,9.34
25.03.07 19.50.44,8.95
25.03.07 19.50.45,7.62
